集会时间,集会名称,集会口号,集会描述,来源,事件时间,详情描述,激烈程度,事件来源,prefecture_name,district,地址,longitude,latitude,人数,角色
2020-04-25 10:00:00,陈同学悼念活动,查明真相 公布CCTV,陈彦霖死亡事件是于2019年9月在香港发生的一宗死亡悬案，警方调查表明死者为自杀，但有人认为她的死与反修订条例有关，并要求警方查明真相，随后开展了一系列静坐与纪念活动，但多数带有暴力行为。,https://zh.wikipedia.org/wiki/__霖死亡事件,2019-09-19 18:00:33,将军澳有人发起人链活动，由香港知专设计学院开始伸延至将军澳海边，即陈彦霖生前走的最后一段路，以悼念陈彦霖，亦希望尽快召开死因庭确定陈彦霖死因。,1,https://zh.wikipedia.org/wiki/__霖死亡事件,新界,西贡区,香港新界将军澳调景岭景岭路三号,114.259359,22.303023,400,示威暴动者
2019-11-07 18:00:00,陈同学悼念活动,查明真相 公布CCTV,陈彦霖死亡事件是于2019年9月在香港发生的一宗死亡悬案，警方调查表明死者为自杀，但有人认为她的死与反修订条例有关，并要求警方查明真相，随后开展了一系列静坐与纪念活动，但多数带有暴力行为。,https://zh.wikipedia.org/wiki/__霖死亡事件,2019-09-19 18:00:33,2019年11月7日晚上，有网民发起“愿我可再共你赤脚行”活动，悼念陈彦霖，及质疑陈女的死因有可疑。多名身穿黑衣及蒙面的人士在调景岭的知专设计学院外集合，有部分人脱去鞋子，赤脚步行往将军澳海滨公园，近唐贤街的海边。期间有市民高呼“带紧彦霖返学校”，及高叫“知专交片，还我真相”等口号，亦有人高举“光复香港，时代革命”的旗帜，并张贴标语及陈彦霖的照片，队伍抵达海滨公园后陆续散去。,1,https://zh.wikipedia.org/wiki/__霖死亡事件,新界,西贡区,香港新界将军澳调景岭景岭路三号,114.19244,22.376718,200,示威暴动者
2019-10-17 14:00:02,陈同学悼念活动,查明真相 公布CCTV,陈彦霖死亡事件是于2019年9月在香港发生的一宗死亡悬案，警方调查表明死者为自杀，但有人认为她的死与反修订条例有关，并要求警方查明真相，随后开展了一系列静坐与纪念活动，但多数带有暴力行为。,https://zh.wikipedia.org/wiki/__霖死亡事件,2019-09-19 18:00:33,知专学生会发起在校舍地面知专设计大道举行学界集会悼念，有近百人参加。学生会会长梁健荣质疑片段有疑点，呼吁校方对话及公开更多闭路电视片段。一批银发族也有到场声援，并且递信请愿。,1,https://zh.wikipedia.org/wiki/__霖死亡事件,新界,西贡区,香港新界将军澳调景岭景岭路三号,114.259359,22.303023,100,示威暴动者
2019-09-20 19:46:24,19.09.20“反对汇丰打压”集会,,银行金融业者集会，反对汇丰银行解雇一名参与罢工的外判员工,,2019-09-20 17:31:54,金融及_行_今日（20日）在中_遮打花__行9.20集_，反_早前___行解_一名___工的外判_工。集_已取得警方_不反_通知_，__於晚上6__始。集_在晚上_7_45分完_，但人群_8_才__散去。大_宣布今日有400人__。,,香港01新闻网,香港岛,中西区,香港特别行政区中西区遮打花园,114.166221,22.277701,0,市民
2019-09-21 19:47:45,19.09.21香港清洁日,,建制派何君尧在号召开展9.21香港清洁日，有反对者贴何头像在地，并有前去破坏。但是建制派的参与者也不多。,,2019-09-21 09:00:56,_日_不少元朗街坊在西_朗屏站__、通往朗屏_的行人天_地面通道，逐步__印有何君_大_照的黑白A4_。天_柱_何君_部分肖像_有「__正_」和__成_堂模_，在旁在垃圾桶被_有「化_盆」字_，地上有香_，和拜祭的香_和生果。,2,youtube 苹果日报 9.21香港清洁日直播,新界,元朗区,西_朗屏站__、通往朗屏_的行人天_地面通道,114.163825,22.276284,0,市民
2019-09-22 19:50:56,19.09.22和你塞4.0,,又称交通压力测试，除在堵塞机场外，还出现在部分商场进行恶意拥堵。这里还要细致考虑和你塞4.0和和理shop之间关系。,,2019-09-22 11:20:18,香港机场和周边以及国泰航空总部国泰城是抗议者号召聚集的主要区域。香港防暴警察已在通往机场的主要地铁站严阵以待。,1,香港01,新界,离岛区,香港国际机场,114.168228,22.32174,0,警方
2019-09-29 19:40:44,19.09.29全球反极权游行,,发生大量冲突和恶性事件,,2019-09-29 10:32:00,大批防暴警察从旺角警署出动进行搜捕，有最少6名人士被拘捕。警方最少发射8枚布袋弹，有路过市民遭流弹射中腿部，投诉警方胡乱开枪误伤途人。,4,,香港岛,湾仔区,旺角警署,114.185544,22.275575,0,警方
2019-09-29 19:35:47,19.09.29全球反极权游行,,发生大量冲突和恶性事件,,2019-09-29 10:32:00,而立法会议员朱凯_向一名防暴警察了解市民被截查时，突然另一名戴黑色眼镜的警员无预警地近距离以胡椒喷雾喷向面部。有另一名警员想替朱凯_清洗但被其他警员阻止。朱凯_称感到呼吸困难，要由他人扶到一旁休息，他形容“差佬好颠（癫）”（行径疯狂）,2,,香港岛,湾仔区,铜锣湾东角道前往政府总部,114.170029,22.277348,0,警方
2019-09-29 19:37:28,19.09.29全球反极权游行,,发生大量冲突和恶性事件,,2019-09-29 10:32:00,到下午2时21分，大批市民包围警员并涌出轩尼诗道，包围警车并向警员投掷杂物，警方在2时22分发射多枚催泪弹驱散人群，催泪烟波及附近商户及无辜人群,4,,香港岛,湾仔区,轩尼诗道,114.172919,22.275068,0,警方
2019-09-29 19:40:11,19.09.29全球反极权游行,,发生大量冲突和恶性事件,,2019-09-29 10:32:00,晚上11时，有示威者于太子站燃烧杂物并向旺角警署撒溪钱及投掷汽油弹,4,,香港岛,湾仔区,太子站,114.17305,22.323164,0,示威暴动者
2019-09-29 19:39:39,19.09.29全球反极权游行,,发生大量冲突和恶性事件,,2019-09-29 10:32:00,湾仔宝灵顿道附近有一名操普通话男子声称遭多名黑衣人殴打，致身体多处受伤,2,,香港岛,湾仔区,湾仔宝灵顿道,114.185544,22.275575,0,市民
2019-09-29 19:38:23,19.09.29全球反极权游行,,发生大量冲突和恶性事件,,2019-09-29 10:32:00,下午约3时半起，有示威者向湾仔站内掷砖头及汽油弹后，有警员由湾仔站内向外开枪，将玻璃打碎，被指影响记者安全。,3,,香港岛,湾仔区,湾仔站,114.175445,22.313501,0,示威暴动者
2019-10-01 16:00:00,2019.10.1【十一国殇】,【光复香港，时代革命】【五大诉求，缺一不可】【香港人加油】,,,2019-10-01 13:00:00,杨屋道近千名示威者原将路障拉后，但商量约5分钟后，因见警力不多，向警方防线_去，双方距离不足100米，防暴警发至少5枚催泪弹阻止。,,https://www.hk01.com    （搜索：10.1新界__）,新界,荃湾区,杨屋道,114.166562,22.279676,0,示威暴动者
2019-10-01 14:13:00,2019.10.1【十一国殇】,【光复香港，时代革命】【五大诉求，缺一不可】【香港人加油】,,,2019-10-01 13:00:00,荃湾沙咀道有示威投掷汽油弹，烧著地面的纸溪钱。（烧纸钱存疑） 并有消防员赶到。,,https://www.hk01.com    （搜索：10.1新界__）,新界,荃湾区,沙咀道,114.12179,22.367512,0,示威暴动者
2019-10-01 12:44:00,2019.10.1【十一国殇】,【光复香港，时代革命】【五大诉求，缺一不可】【香港人加油】,,,2019-10-01 13:00:00,沙田_行起步後，沿城_河_行,,https://www.hk01.com    （搜索：10.1新界__）,新界,沙田区,沙田_公_,114.166562,22.279676,0,示威暴动者
2019-10-01 18:55:00,2019.10.1【十一国殇】,【光复香港，时代革命】【五大诉求，缺一不可】【香港人加油】,,,2019-10-01 13:00:00,优品360被示威者破坏。 示威者打开荃湾优品360分店的铁闸，不断高叫「唔好拎任何野」、「唔好停野」，大量货品被推倒在地，有人用铁通击毁店内货品，有人亦打烂店内的闭路电视等，现场一片混乱。现场有酒被掷破，有浓烈酒味。,,https://www.hk01.com    （搜索：10.1新界__）,新界,荃湾区,众安街,114.163825,22.276284,0,示威暴动者
2019-10-01 17:00:00,2019.10.1【十一国殇】,【光复香港，时代革命】【五大诉求，缺一不可】【香港人加油】,,,2019-10-01 13:00:00,防暴警在大河道发一枪，并再举起黑旗。,,https://www.hk01.com    （搜索：10.1新界__）,新界,荃湾区,大河道,114.11884,22.368505,0,警方
2019-10-01 15:26:00,2019.10.1【十一国殇】,【光复香港，时代革命】【五大诉求，缺一不可】【香港人加油】,,,2019-10-01 13:00:00,荃湾警员连发多枚催泪弹，越过「火防线」后，消防员入场救火。,,https://www.hk01.com    （搜索：10.1新界__）,新界,荃湾区,中旅社,114.187028,22.275543,0,警方
2019-10-01 15:33:00,2019.10.1【十一国殇】,【光复香港，时代革命】【五大诉求，缺一不可】【香港人加油】,,,2019-10-01 13:00:00,沙咀道警方发射催泪弹。,,https://www.hk01.com    （搜索：10.1新界__）,新界,荃湾区,沙咀道,114.12179,22.367512,0,警方
2019-10-01 14:01:00,2019.10.1【十一国殇】,【光复香港，时代革命】【五大诉求，缺一不可】【香港人加油】,,,2019-10-01 13:00:00,沙田示威者_入沙田正街一_的商_,,https://www.hk01.com    （搜索：10.1新界__）,新界,沙田区,沙田正街,114.120402,22.365183,0,示威暴动者
2019-10-01 14:41:00,2019.10.1【十一国殇】,【光复香港，时代革命】【五大诉求，缺一不可】【香港人加油】,,,2019-10-01 13:00:00,沙田有警__起橙旗警告示威者，另在源禾路、_事_路交界有警___旗警告。,,https://www.hk01.com    （搜索：10.1新界__）,新界,沙田区,香港特别行政区沙田区佳宁大厦沙田中心商场,114.195365,22.379532,0,警方
2019-10-01 13:40:00,2019.10.1【十一国殇】,【光复香港，时代革命】【五大诉求，缺一不可】【香港人加油】,,,2019-10-01 13:00:00,有防暴警_沿城_河巡_。城_河近源禾路_育_有防暴警，_行人士急速向文化博物_方向退後。,,https://www.hk01.com    （搜索：10.1新界__）,新界,沙田区,城_河近源禾路_育_,114.273724,22.314015,0,警方
2019-10-01 17:11:00,2019.10.1【十一国殇】,【光复香港，时代革命】【五大诉求，缺一不可】【香港人加油】,,,2019-10-01 13:00:00,大批示威者后退至沙咀道。,,https://www.hk01.com    （搜索：10.1新界__）,新界,荃湾区,沙咀道,114.12179,22.367512,0,示威暴动者
2019-10-01 17:51:00,2019.10.1【十一国殇】,【光复香港，时代革命】【五大诉求，缺一不可】【香港人加油】,,,2019-10-01 13:00:00,一大批示威者，前往葵芳一带，并将兴芳路封闭。,,https://www.hk01.com    （搜索：10.1新界__）,新界,荃湾区,-未知（不知道从哪去的）,,,0,示威暴动者
2019-10-01 18:00:00,2019.10.1【十一国殇】,【光复香港，时代革命】【五大诉求，缺一不可】【香港人加油】,,,2019-10-01 13:00:00,示威者闯入荃湾站D出口，破坏闭路电视，亦在站内纵火。,,https://www.hk01.com    （搜索：10.1新界__）,新界,荃湾区,荃湾站,114.123371,22.370794,0,示威暴动者
2019-10-01 13:16:00,2019.10.1【十一国殇】,【光复香港，时代革命】【五大诉求，缺一不可】【香港人加油】,,,2019-10-01 13:00:00,荃湾沙咀道球场看台已坐满，仍有大量身穿黑衣的市民进内，附近天桥亦有过百名市民围观。,,https://www.hk01.com    （搜索：10.1新界__）,新界,荃湾区,沙咀道球场,114.168228,22.32174,0,市民
2019-10-01 13:44:00,2019.10.1【十一国殇】,【光复香港，时代革命】【五大诉求，缺一不可】【香港人加油】,,,2019-10-01 13:00:00,荃湾沙咀道球场大批群众，从看台走到旗杆位置，另有市民从桥上撒纸钱。,,https://www.hk01.com    （搜索：10.1新界__）,新界,荃湾区,沙咀道球场,114.177861,22.275309,0,市民
2019-10-01 14:15:00,2019.10.1【十一国殇】,【光复香港，时代革命】【五大诉求，缺一不可】【香港人加油】,,,2019-10-01 13:00:00,沙田示威者__大涌_行_路，打算逼退_置防_的警_,,https://www.hk01.com    （搜索：10.1新界__）,新界,沙田区,大涌_行_路,114.188957,22.371784,0,示威暴动者
2019-10-01 15:35:00,2019.10.1【十一国殇】,【光复香港，时代革命】【五大诉求，缺一不可】【香港人加油】,,,2019-10-01 13:00:00,大河道发射催泪弹。,,https://www.hk01.com    （搜索：10.1新界__）,新界,荃湾区,大河道,114.222919,22.283796,0,警方
2019-10-01 14:23:00,2019.10.1【十一国殇】,【光复香港，时代革命】【五大诉求，缺一不可】【香港人加油】,,,2019-10-01 13:00:00,荃湾示威者在大河道以栏杆、盆栽设路障后，开始撤离沙咀道游乐场及经大河道向荃湾中旅社出发。 另有示威者往荃湾港铁站。,,https://www.hk01.com    （搜索：10.1新界__）,新界,荃湾区,沙咀道球场,113.336329,23.138641,0,示威暴动者
